total_votaciones_camara,polaridad_promedio,alineamiento_promedio,camara
1,0,1,Senado
1,0,0.868,Senado
4,0.1676,0.9282,Senado
3,0,1,Senado
8,0.202,0.9753,Senado
1,0,0.8933,Senado
1,0,1,Senado
2,0,1,Senado
3,0.2549,0.9177,Senado
2,0,0.9148,Senado
1,0,0.8013,Senado
1,0,1,Senado
3,0,0.9441,Senado
1,0,1,Senado
3,0.3254,0.8385,Senado
1,0,0.9674,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.8489,Senado
1,0.0769,1,Senado
1,0,0.8034,Senado
1,0,1,Senado
11,0.0289,0.9409,Senado
3,0.2692,0.8229,Senado
9,0.4212,0.9444,Senado
7,0.3259,0.8809,Senado
2,0.3893,0.835,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0.0645,0.9655,Senado
1,0.0714,0.8862,Senado
1,0.0645,0.8918,Senado
2,0,0.9378,Senado
3,0.2727,0.9576,Senado
1,0,0.8453,Senado
2,0,1,Senado
1,0,0.8765,Senado
1,0,1,Senado
1,0,0.9468,Senado
1,0,1,Senado
1,0,0.8005,Senado
3,0,0.9771,Senado
1,0,1,Senado
1,0.8571,0.9485,Senado
1,0,1,Senado
1,0.5517,0.7515,Senado
9,0.305,0.9109,Senado
1,0,1,Senado
1,0.1481,0.7961,Senado
3,0.1839,0.9466,Senado
1,0.5217,0.8032,Senado
1,0,1,Senado
2,0,0.971,Senado
1,0,0.8607,Senado
2,0.4333,0.9374,Senado
4,0.1071,0.9602,Senado
1,0,1,Senado
2,0,1,Senado
1,0.9189,0.8354,Senado
1,0,0.8341,Senado
3,0,0.9989,Senado
2,0,1,Senado
1,0,1,Senado
1,0,0.9113,Senado
1,0,1,Senado
4,0.2617,0.8924,Senado
1,0,1,Senado
1,0,0.9969,Senado
1,0,1,Senado
1,0,0.9204,Senado
1,0.069,0.9071,Senado
3,0.0222,0.8976,Senado
2,0.0541,0.8958,Senado
1,0,1,Senado
3,0.1505,0.8794,Senado
1,0,1,Senado
1,0,1,Senado
3,0,1,Senado
62,0.4985,0.8118,Senado
8,0.3901,0.8445,Senado
2,0.0303,0.8909,Senado
6,0.1364,0.9082,Senado
1,0,1,Senado
1,0,0.9273,Senado
2,0,0.937,Senado
2,0,0.9446,Senado
3,0.2745,0.9824,Senado
1,0,1,Senado
2,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0.4706,0.6713,Senado
1,0,1,Senado
1,0,1,Senado
1,0.125,0.9029,Senado
1,0,1,Senado
1,0,1,Senado
7,0.1985,0.9684,Senado
1,0.4,0.8976,Senado
1,0,0.944,Senado
1,0.0741,0.936,Senado
1,0.5833,0.8479,Senado
1,0,1,Senado
38,0.1922,0.8766,Senado
2,0,1,Senado
1,0,0.9422,Senado
1,0.2759,0.8184,Senado
14,0.3912,0.7588,Senado
1,0,0.76,Senado
1,0,1,Senado
3,0,1,Senado
1,0,0.9452,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0.0769,0.9472,Senado
5,0.4007,0.8185,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0.125,0.92,Senado
1,0.3846,0.8414,Senado
2,0.4,0.9033,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0.1333,0.6842,Senado
13,0.4132,0.822,Senado
1,0,1,Senado
1,0.9677,0.5697,Senado
1,0,0.8182,Senado
1,0,1,Senado
1,0.0741,0.8811,Senado
3,0,1,Senado
1,0,1,Senado
4,0.0899,0.873,Senado
2,0,1,Senado
3,0,0.9656,Senado
1,0,1,Senado
3,0,0.9671,Senado
60,0.3279,0.8721,Senado
2,0,0.9545,Senado
2,0.2353,0.8637,Senado
1,0,1,Senado
1,0.0741,0.8178,Senado
1,0,1,Senado
1,0.1538,0.9059,Senado
1,0,1,Senado
2,0.12,0.9017,Senado
1,0,1,Senado
3,0,0.9722,Senado
1,0,0.7333,Senado
1,0,0.9421,Senado
1,0,0.9333,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.9976,Senado
9,0.2622,0.9169,Senado
5,0.3751,0.9388,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0.1,0.8516,Senado
1,0,0.9227,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.94,Senado
2,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0.0526,0.8772,Senado
1,0,1,Senado
5,0.1943,0.7459,Senado
2,0,0.962,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0.1026,0.8148,Senado
3,0.4954,0.9203,Senado
1,0,0.97,Senado
1,0,0.9977,Senado
1,0,0.867,Senado
2,0,1,Senado
9,0.5007,0.9173,Senado
11,0.3889,0.9063,Senado
7,0.313,0.9341,Senado
14,0.6173,0.7795,Senado
1,0,0.9407,Senado
2,0,0.93,Senado
1,0,1,Senado
1,0,1,Senado
2,0.0476,0.9545,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
8,0.1306,0.8517,Senado
2,0.1739,0.9714,Senado
1,0.4545,0.915,Senado
1,0.4667,0.7573,Senado
2,0,1,Senado
2,0,0.9756,Senado
1,0.129,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.9167,Senado
3,0,0.9545,Senado
2,0.125,0.9119,Senado
7,0.4824,0.9697,Senado
3,0.0392,0.945,Senado
31,0.6501,0.9309,Senado
1,0,1,Senado
5,0.4857,0.812,Senado
3,0,0.9833,Senado
2,0,0.935,Senado
2,0.1154,0.9137,Senado
5,0,0.8952,Senado
11,0.1456,0.9313,Senado
5,0.3351,0.9679,Senado
1,0.4348,0.7458,Senado
2,0,0.9578,Senado
1,0.0667,0.9407,Senado
1,0.0714,0.8407,Senado
1,0,0.7649,Senado
1,0,0.8667,Senado
1,0,1,Senado
3,0,0.9203,Senado
1,0,1,Senado
1,0,0.8763,Senado
2,0,1,Senado
2,0.797,0.5396,Senado
2,0.0606,0.8821,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0,0.948,Senado
2,0.2605,0.9128,Senado
1,0,1,Senado
1,0,1,Senado
1,0.0741,0.9236,Senado
2,0.037,0.8994,Senado
6,0.6875,0.8333,Senado
1,0,1,Senado
1,0,1,Senado
5,0.5161,0.9045,Senado
1,0,1,Senado
3,0.1385,0.8822,Senado
1,0,0.867,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0.5131,0.9,Senado
1,0,1,Senado
2,0,1,Senado
1,0,0.9167,Senado
1,0.8966,0.4846,Senado
1,0.7857,0.8519,Senado
1,0,1,Senado
1,0.8387,1,Senado
1,0.1739,0.8695,Senado
1,0,1,Senado
1,0,0.8467,Senado
1,0,1,Senado
1,0,1,Senado
3,0,1,Senado
4,0,0.9743,Senado
1,0,1,Senado
2,0.0833,0.8979,Senado
1,0.0769,0.9261,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0,1,Senado
9,0.4778,0.908,Senado
1,0,1,Senado
1,0.8,0.9333,Senado
2,0,0.9956,Senado
2,0.2059,0.971,Senado
1,0,1,Senado
1,0,1,Senado
18,0.3758,0.7542,Senado
1,0.9375,0.9458,Senado
2,0.4727,0.755,Senado
1,0,1,Senado
13,0.1732,0.9169,Senado
1,0,1,Senado
1,0,1,Senado
7,0.1418,0.9256,Senado
7,0.1799,0.8783,Senado
2,0,0.9528,Senado
1,0,0.9992,Senado
9,0.2221,0.915,Senado
1,0,1,Senado
3,0,0.9776,Senado
1,0,0.92,Senado
1,0,1,Senado
1,0,1,Senado
19,0.0453,0.9279,Senado
2,0,1,Senado
2,0,1,Senado
1,0,1,Senado
1,0.2105,0.695,Senado
6,0,0.9675,Senado
1,0,1,Senado
1,0,1,Senado
2,0,1,Senado
1,0,1,Senado
1,0.0588,0.8933,Senado
1,0,1,Senado
2,0,0.9483,Senado
7,0.3133,0.9563,Senado
2,0,0.8867,Senado
2,0,0.9985,Senado
2,0,0.9732,Senado
2,0,0.9805,Senado
2,0,0.9747,Senado
11,0.0076,0.9766,Senado
34,0.432,0.822,Senado
2,0,1,Senado
1,0.6429,0.8123,Senado
24,0.3183,0.8444,Senado
1,0.087,0.7913,Senado
2,0,0.8755,Senado
1,0.3158,0.8143,Senado
6,0.4087,0.9084,Senado
2,0.7063,0.91,Senado
2,0.25,0.7891,Senado
1,0,0.8828,Senado
3,0.2989,0.9784,Senado
1,0,0.972,Senado
1,0,1,Senado
2,0,0.9404,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
5,0.199,0.93,Senado
1,0,1,Senado
2,0,1,Senado
1,0,1,Senado
2,0,1,Senado
1,0,1,Senado
1,0.1905,0.8463,Senado
2,0,1,Senado
1,0,1,Senado
3,0.7015,0.835,Senado
38,0.2307,0.9069,Senado
1,0,1,Senado
1,0,0.939,Senado
1,0,0.9433,Senado
1,0,0.9474,Senado
1,0,0.9169,Senado
3,0,0.9227,Senado
1,0.0714,0.9333,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0.0588,1,Senado
2,0,1,Senado
1,0,1,Senado
1,0.1667,0.8074,Senado
1,0,0.9858,Senado
2,0,0.9976,Senado
1,0,0.8613,Senado
66,0.2526,0.8661,Senado
1,0.2667,0.8318,Senado
1,0,1,Senado
1,0,1,Senado
2,0,1,Senado
2,0,0.9703,Senado
3,0.1867,0.9577,Senado
1,0,1,Senado
1,0,1,Senado
5,0.1455,0.9698,Senado
1,0,1,Senado
36,0.2437,0.9459,Senado
6,0.4243,0.9158,Senado
2,0,0.9231,Senado
4,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.95,Senado
3,0,0.9828,Senado
1,0,1,Senado
3,0.2051,0.9638,Senado
1,0.25,0.8714,Senado
2,0.2712,0.8282,Senado
2,0,0.9472,Senado
1,0,1,Senado
1,0,1,Senado
3,0,1,Senado
2,0,1,Senado
1,0.125,0.8777,Senado
1,0.0741,0.8373,Senado
1,0,1,Senado
1,0,1,Senado
3,0.3867,0.8745,Senado
3,0,1,Senado
1,0.2667,0.905,Senado
1,0,1,Senado
1,0,0.95,Senado
1,0,0.8605,Senado
1,0.0833,0.9367,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0.0435,0.9354,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.8854,Senado
7,0.3709,0.8488,Senado
1,0,1,Senado
1,0,0.919,Senado
3,0.0494,0.9455,Senado
1,0,0.9467,Senado
1,0,1,Senado
1,0,1,Senado
5,0,0.9811,Senado
3,0,0.8987,Senado
1,0,0.8925,Senado
6,0.2121,0.9368,Senado
1,0,1,Senado
5,0.2648,0.8756,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0,0.9478,Senado
3,0,0.9995,Senado
1,0,0.9948,Senado
1,0.0571,1,Senado
1,0,0.9467,Senado
1,0,1,Senado
1,0,1,Senado
3,0.4066,0.8528,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.9968,Senado
1,0,1,Senado
2,0.2748,0.7897,Senado
1,0,0.8762,Senado
2,0,0.8558,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.985,Senado
1,0,1,Senado
3,0,0.8952,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0.0714,0.9304,Senado
2,0.4615,0.9288,Senado
1,0,1,Senado
1,0,1,Senado
9,0.3296,0.8906,Senado
6,0.2028,0.8867,Senado
2,0,1,Senado
1,0,0.925,Senado
1,0,1,Senado
4,0.0557,0.9365,Senado
1,0.6154,0.9,Senado
1,0,1,Senado
1,0,0.93,Senado
1,0,1,Senado
2,0,0.8792,Senado
1,0,1,Senado
9,0.1827,0.879,Senado
4,0.3964,1,Senado
52,0.2823,0.8217,Senado
1,0,1,Senado
3,0.1186,0.9318,Senado
2,0,1,Senado
1,0,1,Senado
2,0,0.9929,Senado
3,0,0.9834,Senado
1,0,0.9448,Senado
1,0,1,Senado
2,0.0286,1,Senado
1,0,0.8233,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0.8333,0.5907,Senado
1,0,0.9557,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
5,0.2107,0.8787,Senado
4,0.0294,0.9074,Senado
1,0,0.9218,Senado
2,0,0.8494,Senado
1,0,1,Senado
5,0,0.8804,Senado
2,0,0.9483,Senado
15,0.2466,0.9534,Senado
2,0,1,Senado
2,0,1,Senado
1,0,0.95,Senado
1,0,1,Senado
3,0.2527,0.8969,Senado
1,0,1,Senado
1,0.0909,0.841,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.8566,Senado
2,0,1,Senado
1,0,1,Senado
1,0,1,Senado
7,0.3865,0.7464,Senado
1,0,1,Senado
1,0,1,Senado
4,0.0172,0.9682,Senado
3,0.1754,0.8264,Senado
1,0.6667,0.6519,Senado
1,0,1,Senado
3,0,1,Senado
2,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.9869,Senado
1,0,0.9393,Senado
1,0,0.86,Senado
1,0,1,Senado
3,0.8211,0.9284,Senado
2,0,0.9307,Senado
3,0,0.9813,Senado
2,0,1,Senado
1,0,1,Senado
2,0,1,Senado
3,0.2469,0.7986,Senado
1,0,1,Senado
2,0,1,Senado
3,0.4307,0.8606,Senado
3,0,0.9679,Senado
1,0,1,Senado
2,0.027,0.9346,Senado
4,0,0.9512,Senado
6,0.1473,0.9147,Senado
2,0.1429,0.8795,Senado
1,0,1,Senado
1,0,1,Senado
9,0.3336,0.9231,Senado
1,0,0.9992,Senado
1,0,1,Senado
16,0.2251,0.8752,Senado
2,0,1,Senado
1,0.7027,0.8468,Senado
1,0,1,Senado
1,0,0.8338,Senado
4,0.0647,0.8569,Senado
16,0.0291,0.8806,Senado
1,0,1,Senado
1,0,0.8667,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
3,0.4143,0.8952,Senado
1,0.2069,0.8606,Senado
1,0,1,Senado
1,0,1,Senado
2,0.1385,0.7928,Senado
2,0,1,Senado
1,0,0.9304,Senado
1,0.1905,0.871,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0,0.8617,Senado
4,0,0.889,Senado
4,0.2143,0.975,Senado
1,0,1,Senado
1,0,0.9273,Senado
1,0,1,Senado
1,0.087,0.9267,Senado
1,0,1,Senado
1,0,1,Senado
11,0.351,0.9352,Senado
2,0.2778,0.9414,Senado
1,0,1,Senado
3,0,1,Senado
1,0,1,Senado
1,0,0.9067,Senado
2,0,1,Senado
1,0,0.8714,Senado
1,0.1429,0.8892,Senado
1,0,0.995,Senado
4,0,1,Senado
2,0,0.935,Senado
1,0,0.9012,Senado
1,0,1,Senado
2,0,1,Senado
3,0,1,Senado
9,0.3782,0.8709,Senado
2,0,1,Senado
2,0.3791,0.8456,Senado
1,0,0.9724,Senado
3,0,0.9877,Senado
1,0,1,Senado
1,0,0.9581,Senado
2,0,0.9424,Senado
1,0,0.8925,Senado
2,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0,0.9612,Senado
12,0.3462,0.817,Senado
5,0.4749,0.8094,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0,1,Senado
3,0.098,0.946,Senado
1,0,0.9395,Senado
1,0.1538,0.86,Senado
1,0,1,Senado
1,0.1905,0.81,Senado
3,0.266,0.7769,Senado
1,0.08,0.872,Senado
2,0,1,Senado
2,0,1,Senado
4,0.4139,0.9037,Senado
1,0.75,0.7833,Senado
1,0,1,Senado
1,0,0.9423,Senado
1,0,1,Senado
1,0,1,Senado
2,0,1,Senado
1,0,1,Senado
4,0,0.9341,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
3,0.5074,0.9797,Senado
1,0,1,Senado
3,0,0.9766,Senado
1,0,0.9446,Senado
6,0,0.9908,Senado
2,0,0.9761,Senado
1,0,1,Senado
2,0.4407,0.8729,Senado
1,0,1,Senado
1,0,1,Senado
2,0.4194,1,Senado
1,0,0.9515,Senado
1,0,1,Senado
1,0.0645,0.8,Senado
8,0.1883,0.9112,Senado
1,0,0.8415,Senado
1,0,1,Senado
1,0,1,Senado
2,0,1,Senado
1,0,1,Senado
2,0,0.9571,Senado
2,0.4333,0.9809,Senado
1,0,0.9667,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0.125,0.9024,Senado
1,0.0541,0.9479,Senado
1,0,1,Senado
1,0,1,Senado
1,0.96,0.8846,Senado
1,0.1538,0.9167,Senado
1,0,0.8588,Senado
1,0,0.9167,Senado
1,0,1,Senado
1,0.0714,0.9423,Senado
1,0,1,Senado
1,0,0.8667,Senado
1,0,0.9169,Senado
1,0,1,Senado
1,0,0.88,Senado
1,0,0.9316,Senado
1,0.8571,0.9467,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.8708,Senado
1,0.1667,0.7413,Senado
1,0,0.8817,Senado
2,0,0.9517,Senado
1,0.9474,0.9531,Senado
1,0.0625,0.888,Senado
1,0.3333,0.9541,Senado
4,0.5091,0.7887,Senado
3,0.3205,0.8487,Senado
1,0,0.9421,Senado
4,0.1704,0.897,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0,0.8866,Senado
2,0,0.9621,Senado
1,0.6667,0.9557,Senado
4,0,0.9736,Senado
1,0,1,Senado
1,0,1,Senado
2,0,1,Senado
1,0,1,Senado
1,0,0.93,Senado
2,0.3529,0.9218,Senado
3,0,0.9831,Senado
1,0.0667,0.8069,Senado
1,0.96,0.6381,Senado
1,0,1,Senado
2,0,1,Senado
1,0.0645,0.9488,Senado
1,0,0.9976,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.9116,Senado
1,0,0.8638,Senado
1,0,0.839,Senado
1,0,1,Senado
1,0,0.9348,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.9103,Senado
3,0,0.9525,Senado
1,0,1,Senado
2,0,0.9747,Senado
2,0,0.9771,Senado
2,0,1,Senado
1,0.6667,0.8833,Senado
1,0.2,0.8251,Senado
1,0,1,Senado
28,0.3249,0.9137,Senado
1,0,0.9367,Senado
1,0,1,Senado
1,0,0.9507,Senado
1,0.1,0.8859,Senado
2,0.0357,1,Senado
3,0,0.9434,Senado
2,0.0435,0.97,Senado
1,0,0.9412,Senado
3,0.4667,0.8387,Senado
1,0,1,Senado
2,0.0541,0.951,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0,0.9732,Senado
1,0,1,Senado
3,0.2949,0.9167,Senado
2,0.1111,0.9449,Senado
2,0.4978,0.8535,Senado
1,0,1,Senado
4,0,1,Senado
2,0.1606,0.8174,Senado
2,0,0.9722,Senado
2,0,1,Senado
3,0.2671,0.9394,Senado
4,0.1833,0.9178,Senado
1,0,0.9507,Senado
2,0,0.967,Senado
3,0.1026,0.9106,Senado
